ASN URI,URL Now,New Dot Notation,New URI,New GUID
http://asn.jesandco.org/resources/S11438C9,,CCSS.ELA-Literacy.CCRA.W.5,http://corestandards.org/ELA-Literacy/CCRA/W/5,DBA1F5EC79A749f896A84FB91515124F
http://asn.jesandco.org/resources/S11438CA,,CCSS.ELA-Literacy.CCRA.W.6,http://corestandards.org/ELA-Literacy/CCRA/W/6,85C280C6607D4a01AC73A87E84A8DC5D
http://asn.jesandco.org/resources/S11438C5,,CCSS.ELA-Literacy.CCRA.W.7,http://corestandards.org/ELA-Literacy/CCRA/W/7,903CDE55BC094a8d92DD2BFD049A534C
http://asn.jesandco.org/resources/S11438C6,,CCSS.ELA-Literacy.CCRA.W.8,http://corestandards.org/ELA-Literacy/CCRA/W/8,49A7156F835D4648BE8AB22B545FF3DA
http://asn.jesandco.org/resources/S11438C7,,CCSS.ELA-Literacy.CCRA.W.9,http://corestandards.org/ELA-Literacy/CCRA/W/9,AEBB4230E960427cB71BDD856E59401E
http://asn.jesandco.org/resources/S11438C4,,CCSS.ELA-Literacy.CCRA.W.10,http://corestandards.org/ELA-Literacy/CCRA/W/10,2C209C6608014412BF0BEEFF3379AB76
http://asn.jesandco.org/resources/S11437D9,,CCSS.ELA-Literacy.CCRA.SL.1,http://corestandards.org/ELA-Literacy/CCRA/SL/1,228E9630E0B94e309956C7260F14AFEB
http://asn.jesandco.org/resources/S11437DA,,CCSS.ELA-Literacy.CCRA.SL.2,http://corestandards.org/ELA-Literacy/CCRA/SL/2,F93D63093F0F42398C4DD811399E64FB
http://asn.jesandco.org/resources/S11437DB,,CCSS.ELA-Literacy.CCRA.SL.3,http://corestandards.org/ELA-Literacy/CCRA/SL/3,7CFC103E7DB94f5cAE2EE6DED89720BF
http://asn.jesandco.org/resources/S11437DC,,CCSS.ELA-Literacy.CCRA.SL.4,http://corestandards.org/ELA-Literacy/CCRA/SL/4,D737FF5A952445d293ED38D6FDC01ADE
http://asn.jesandco.org/resources/S11437DD,,CCSS.ELA-Literacy.CCRA.SL.5,http://corestandards.org/ELA-Literacy/CCRA/SL/5,1E802C9941C944988662733E6B9074D5
http://asn.jesandco.org/resources/S11437DE,,CCSS.ELA-Literacy.CCRA.SL.6,http://corestandards.org/ELA-Literacy/CCRA/SL/6,62430E7688494b758614D259CB2C64E2
http://asn.jesandco.org/resources/S11437E2,,CCSS.ELA-Literacy.CCRA.L.1,http://corestandards.org/ELA-Literacy/CCRA/L/1,E7B16C22CCF049b396C2B7058B531113
http://asn.jesandco.org/resources/S11437E3,,CCSS.ELA-Literacy.CCRA.L.2,http://corestandards.org/ELA-Literacy/CCRA/L/2,A9167632BAB440a486479DE939DBE769
http://asn.jesandco.org/resources/S11437E4,,CCSS.ELA-Literacy.CCRA.L.3,http://corestandards.org/ELA-Literacy/CCRA/L/3,28F3D947CB9E47e49E2D9EF8B042C091
http://asn.jesandco.org/resources/S11437E5,,CCSS.ELA-Literacy.CCRA.L.4,http://corestandards.org/ELA-Literacy/CCRA/L/4,792E0263C0B641e3A750825A162477E2
http://asn.jesandco.org/resources/S11437E6,,CCSS.ELA-Literacy.CCRA.L.5,http://corestandards.org/ELA-Literacy/CCRA/L/5,1D6EEE46C0334811A4200D57537C4C7D
"http://asn.jesandco.org/resources/S11437E8, http://asn.jesandco.org/resources/S11437E7",,CCSS.ELA-Literacy.CCRA.L.6,http://corestandards.org/ELA-Literacy/CCRA/L/6,9CF5A638A0754f558EFC347A2362E49F
,,CCSS.ELA-Literacy.RL.K,http://corestandards.org/ELA-Literacy/RL/K,EFDB02303EB14626A397674146BA2EA8
http://asn.jesandco.org/resources/S11436B2,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/Kindergarten/#rl-k-1,CCSS.ELA-Literacy.RL.K.1,http://corestandards.org/ELA-Literacy/RL/K/1,E6B4278738DC4a35972AF9A5FCAB0266
http://asn.jesandco.org/resources/S11436B3,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/Kindergarten/#rl-k-2,CCSS.ELA-Literacy.RL.K.2,http://corestandards.org/ELA-Literacy/RL/K/2,6679EAAF29394c5bA887E1960D5D4070
http://asn.jesandco.org/resources/S11436B4,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/Kindergarten/#rl-k-3,CCSS.ELA-Literacy.RL.K.3,http://corestandards.org/ELA-Literacy/RL/K/3,71BE95185DB541d08ADCBF142CFE8D07
http://asn.jesandco.org/resources/S11436C4,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/Kindergarten/#rl-k-4,CCSS.ELA-Literacy.RL.K.4,http://corestandards.org/ELA-Literacy/RL/K/4,DB40F4BD554A40fbA4C7B68CDEAF08FA
http://asn.jesandco.org/resources/S11436C5,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/Kindergarten/#rl-k-5,CCSS.ELA-Literacy.RL.K.5,http://corestandards.org/ELA-Literacy/RL/K/5,19AE3592D40E4495994B0D3D2F6F8609
http://asn.jesandco.org/resources/S11436C6,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/Kindergarten/#rl-k-6,CCSS.ELA-Literacy.RL.K.6,http://corestandards.org/ELA-Literacy/RL/K/6,5D69AC352A4D4649B6BE9CC74D295113
http://asn.jesandco.org/resources/S11436D6,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/Kindergarten/#rl-k-7,CCSS.ELA-Literacy.RL.K.7,http://corestandards.org/ELA-Literacy/RL/K/7,F4931CAE3F5A415cB2E83F5355351F5C
http://asn.jesandco.org/resources/S11436D8,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/Kindergarten/#rl-k-9,CCSS.ELA-Literacy.RL.K.9,http://corestandards.org/ELA-Literacy/RL/K/9,A337E8513A384a24BB9726EAC0878003
http://asn.jesandco.org/resources/S11436E3,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/Kindergarten/#rl-k-10,CCSS.ELA-Literacy.RL.K.10,http://corestandards.org/ELA-Literacy/RL/K/10,196E55DFAC114cf8AECBE9CAB3FE650F
,,CCSS.ELA-Literacy.RL.1,http://corestandards.org/ELA-Literacy/RL/1,7CB154907B5743c7B97BFCFF452D7977
http://asn.jesandco.org/resources/S11436B5,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-1/#rl-1-1,CCSS.ELA-Literacy.RL.1.1,http://corestandards.org/ELA-Literacy/RL/1/1,0577C84400AC4c478DE39F9D0C81416B
http://asn.jesandco.org/resources/S11436B6,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-1/#rl-1-2,CCSS.ELA-Literacy.RL.1.2,http://corestandards.org/ELA-Literacy/RL/1/2,6159740590EE485e9BDC4761A5C6C309
http://asn.jesandco.org/resources/S11436B7,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-1/#rl-1-3,CCSS.ELA-Literacy.RL.1.3,http://corestandards.org/ELA-Literacy/RL/1/3,B0933657FF5B43f58A270195497374CF
http://asn.jesandco.org/resources/S11436C7,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-1/#rl-1-4,CCSS.ELA-Literacy.RL.1.4,http://corestandards.org/ELA-Literacy/RL/1/4,10B71409452843fb9AE80CC12CECC28E
http://asn.jesandco.org/resources/S11436C8,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-1/#rl-1-5,CCSS.ELA-Literacy.RL.1.5,http://corestandards.org/ELA-Literacy/RL/1/5,BAAD4AC4769444bb8FFB69C2C8BC66A8
http://asn.jesandco.org/resources/S11436C9,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-1/#rl-1-6,CCSS.ELA-Literacy.RL.1.6,http://corestandards.org/ELA-Literacy/RL/1/6,DFCD65BFB4E44c128C2A2C7F37C8D361
http://asn.jesandco.org/resources/S11436D9,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-1/#rl-1-7,CCSS.ELA-Literacy.RL.1.7,http://corestandards.org/ELA-Literacy/RL/1/7,A74412FFDBB2440190750C036FC34BA0
http://asn.jesandco.org/resources/S11436DA,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-1/#rl-1-9,CCSS.ELA-Literacy.RL.1.9,http://corestandards.org/ELA-Literacy/RL/1/9,E4F970A862D448bbAC32C4F3249C638E
http://asn.jesandco.org/resources/S11436E4,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-1/#rl-1-10,CCSS.ELA-Literacy.RL.1.10,http://corestandards.org/ELA-Literacy/RL/1/10,FCAC963B93CB4f9a9D0B81E5418241A9
,,CCSS.ELA-Literacy.RL.2,http://corestandards.org/ELA-Literacy/RL/2,A982A8277DCA486bB5F970ED51EE6AB2
http://asn.jesandco.org/resources/S11436B8,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-2/#rl-2-1,CCSS.ELA-Literacy.RL.2.1,http://corestandards.org/ELA-Literacy/RL/2/1,C915B8DFF14243069B4916D5C35CF763
http://asn.jesandco.org/resources/S11436B9,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-2/#rl-2-2,CCSS.ELA-Literacy.RL.2.2,http://corestandards.org/ELA-Literacy/RL/2/2,58AA0D1BF67E4520B9550F1880E81CD9
http://asn.jesandco.org/resources/S11436BA,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-2/#rl-2-3,CCSS.ELA-Literacy.RL.2.3,http://corestandards.org/ELA-Literacy/RL/2/3,27E94D3D3B6E419bA63D220699BA15B0
http://asn.jesandco.org/resources/S11436CA,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-2/#rl-2-4,CCSS.ELA-Literacy.RL.2.4,http://corestandards.org/ELA-Literacy/RL/2/4,52129160DB384861A2E1BB4730745C9E
http://asn.jesandco.org/resources/S11436CB,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-2/#rl-2-5,CCSS.ELA-Literacy.RL.2.5,http://corestandards.org/ELA-Literacy/RL/2/5,04030F04A6544040BB1A29334AB49610
http://asn.jesandco.org/resources/S11436CC,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-2/#rl-2-6,CCSS.ELA-Literacy.RL.2.6,http://corestandards.org/ELA-Literacy/RL/2/6,F86BC10ECB88465eB944AA6B3897C22D
http://asn.jesandco.org/resources/S11436DB,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-2/#rl-2-7,CCSS.ELA-Literacy.RL.2.7,http://corestandards.org/ELA-Literacy/RL/2/7,19404BA40DD94afbB22DE6EDB3E15C77
http://asn.jesandco.org/resources/S11436DC,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-2/#rl-2-9,CCSS.ELA-Literacy.RL.2.9,http://corestandards.org/ELA-Literacy/RL/2/9,088B997523F0446f8A45F1D4E8B5C8F4
http://asn.jesandco.org/resources/S11436E5,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-2/#rl-2-10,CCSS.ELA-Literacy.RL.2.10,http://corestandards.org/ELA-Literacy/RL/2/10,7A81F157DC644efcBF00BE40129142C1
,,CCSS.ELA-Literacy.RL.3,http://corestandards.org/ELA-Literacy/RL/3,A6406AEF4E9F4222BE929B9ADA7B8342
http://asn.jesandco.org/resources/S11436BB,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-3/#rl-3-1,CCSS.ELA-Literacy.RL.3.1,http://corestandards.org/ELA-Literacy/RL/3/1,CB169660D0E74e07B1D056AC3B570B9E
http://asn.jesandco.org/resources/S11436BC,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-3/#rl-3-2,CCSS.ELA-Literacy.RL.3.2,http://corestandards.org/ELA-Literacy/RL/3/2,3560DEBEFB4D41fa866EB2DD3B59C562
http://asn.jesandco.org/resources/S11436BD,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-3/#rl-3-3,CCSS.ELA-Literacy.RL.3.3,http://corestandards.org/ELA-Literacy/RL/3/3,46FCB8D3BE3A40cc979606292BAD76AF
http://asn.jesandco.org/resources/S11436CD,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-3/#rl-3-4,CCSS.ELA-Literacy.RL.3.4,http://corestandards.org/ELA-Literacy/RL/3/4,637E3DED949D45f28C7A0C7F46682A7D
http://asn.jesandco.org/resources/S11436CE,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-3/#rl-3-5,CCSS.ELA-Literacy.RL.3.5,http://corestandards.org/ELA-Literacy/RL/3/5,37B9A603B46C455d935397088C7EE336
http://asn.jesandco.org/resources/S11436CF,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-3/#rl-3-6,CCSS.ELA-Literacy.RL.3.6,http://corestandards.org/ELA-Literacy/RL/3/6,AB88E75E7A314f96847B5E1E5C17AFB8
http://asn.jesandco.org/resources/S11436DD,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-3/#rl-3-7,CCSS.ELA-Literacy.RL.3.7,http://corestandards.org/ELA-Literacy/RL/3/7,03E66BC4F0B140c5927F798BF2FAD40D
http://asn.jesandco.org/resources/S11436DE,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-3/#rl-3-9,CCSS.ELA-Literacy.RL.3.9,http://corestandards.org/ELA-Literacy/RL/3/9,D51A767C00034413B8CFEF4B530A1B19
http://asn.jesandco.org/resources/S11436E6,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-3/#rl-3-10,CCSS.ELA-Literacy.RL.3.10,http://corestandards.org/ELA-Literacy/RL/3/10,7503DA1093784cdfA54533B07B5D29D6
,,CCSS.ELA-Literacy.RL.4,http://corestandards.org/ELA-Literacy/RL/4,496B5A78B7194c08AECDEA8350102E1E
http://asn.jesandco.org/resources/S11436BE,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-4/#rl-4-1,CCSS.ELA-Literacy.RL.4.1,http://corestandards.org/ELA-Literacy/RL/4/1,05D8D473A8194197A5B40B952CE0BDDA
http://asn.jesandco.org/resources/S11436BF,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-4/#rl-4-2,CCSS.ELA-Literacy.RL.4.2,http://corestandards.org/ELA-Literacy/RL/4/2,767AB1199FBD40f39D114590593CAF6C
http://asn.jesandco.org/resources/S11436C0,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-4/#rl-4-3,CCSS.ELA-Literacy.RL.4.3,http://corestandards.org/ELA-Literacy/RL/4/3,CBF076EB5CD6452dBB56D6720AA38690
http://asn.jesandco.org/resources/S11436D0,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-4/#rl-4-4,CCSS.ELA-Literacy.RL.4.4,http://corestandards.org/ELA-Literacy/RL/4/4,B43A72DE65AE49c6B1C914F547946CB9
http://asn.jesandco.org/resources/S11436D1,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-4/#rl-4-5,CCSS.ELA-Literacy.RL.4.5,http://corestandards.org/ELA-Literacy/RL/4/5,605AF00D17A8402291F66B4E4A724205
http://asn.jesandco.org/resources/S11436D2,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-4/#rl-4-6,CCSS.ELA-Literacy.RL.4.6,http://corestandards.org/ELA-Literacy/RL/4/6,1EEBA45DD3A4441d908A5E0856D7DC32
http://asn.jesandco.org/resources/S11436DF,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-4/#rl-4-7,CCSS.ELA-Literacy.RL.4.7,http://corestandards.org/ELA-Literacy/RL/4/7,6CAC0D44E6814efcB2893D173EB13CA6
http://asn.jesandco.org/resources/S11436E0,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-4/#rl-4-9,CCSS.ELA-Literacy.RL.4.9,http://corestandards.org/ELA-Literacy/RL/4/9,77A83FCCDB8041f0853A7087716452ED
http://asn.jesandco.org/resources/S11436E7,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-4/#rl-4-10,CCSS.ELA-Literacy.RL.4.10,http://corestandards.org/ELA-Literacy/RL/4/10,5C560D0AB6D04fc7930A13FE3C781F59
,,CCSS.ELA-Literacy.RL.5,http://corestandards.org/ELA-Literacy/RL/5,B9B01F88ABED4a669C0D5E1E829A6F15
http://asn.jesandco.org/resources/S11436C1,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-5/#rl-5-1,CCSS.ELA-Literacy.RL.5.1,http://corestandards.org/ELA-Literacy/RL/5/1,58F826218829498d92C6B3BC1FA588BF
http://asn.jesandco.org/resources/S11436C2,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-5/#rl-5-2,CCSS.ELA-Literacy.RL.5.2,http://corestandards.org/ELA-Literacy/RL/5/2,7CC4CE44D7EB4b83B2466A893A89C41C
http://asn.jesandco.org/resources/S11436C3,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-5/#rl-5-3,CCSS.ELA-Literacy.RL.5.3,http://corestandards.org/ELA-Literacy/RL/5/3,0E94459929D1491cA10F79E1A07E288C
http://asn.jesandco.org/resources/S11436D3,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-5/#rl-5-4,CCSS.ELA-Literacy.RL.5.4,http://corestandards.org/ELA-Literacy/RL/5/4,19A38EB7C6EC4399895B4CB45C34117B
http://asn.jesandco.org/resources/S11436D4,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-5/#rl-5-5,CCSS.ELA-Literacy.RL.5.5,http://corestandards.org/ELA-Literacy/RL/5/5,5F5AEA7A897D42c382799E18E3C9B974
http://asn.jesandco.org/resources/S11436D5,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-5/#rl-5-6,CCSS.ELA-Literacy.RL.5.6,http://corestandards.org/ELA-Literacy/RL/5/6,54C333C303B942cbAF967FACF1D67AC3
http://asn.jesandco.org/resources/S11436E1,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-5/#rl-5-7,CCSS.ELA-Literacy.RL.5.7,http://corestandards.org/ELA-Literacy/RL/5/7,57934C76196842379DED89F3E214E6B1
http://asn.jesandco.org/resources/S11436E2,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-5/#rl-5-9,CCSS.ELA-Literacy.RL.5.9,http://corestandards.org/ELA-Literacy/RL/5/9,A59DF0BD4D5D4d8dB40E5A282B0E928E
http://asn.jesandco.org/resources/S11436E8,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature/grade-5/#rl-5-10,CCSS.ELA-Literacy.RL.5.10,http://corestandards.org/ELA-Literacy/RL/5/10,73C8942CBD1D400fBFBA34DDC875B8E7
,,CCSS.ELA-Literacy.RL.6,http://corestandards.org/ELA-Literacy/RL/6,308284F74DBB42ceB7DFD53DAC5D6190
http://asn.jesandco.org/resources/S1143777,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature-6-12/grade-6/#rl-6-1,CCSS.ELA-Literacy.RL.6.1,http://corestandards.org/ELA-Literacy/RL/6/1,96A20ACAE66A4e01B07927E86D1C8F84
http://asn.jesandco.org/resources/S1143778,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature-6-12/grade-6/#rl-6-2,CCSS.ELA-Literacy.RL.6.2,http://corestandards.org/ELA-Literacy/RL/6/2,2F14874C10EA42c0BB59C11BA4EAA203
http://asn.jesandco.org/resources/S1143779,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature-6-12/grade-6/#rl-6-3,CCSS.ELA-Literacy.RL.6.3,http://corestandards.org/ELA-Literacy/RL/6/3,12B9EDC0108B42d5AE2E25DE238C16AC
http://asn.jesandco.org/resources/S1143786,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature-6-12/grade-6/#rl-6-4,CCSS.ELA-Literacy.RL.6.4,http://corestandards.org/ELA-Literacy/RL/6/4,A4E83C19D8EB46a38CDA9F75C7EE412F
http://asn.jesandco.org/resources/S1143787,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature-6-12/grade-6/#rl-6-5,CCSS.ELA-Literacy.RL.6.5,http://corestandards.org/ELA-Literacy/RL/6/5,F42CAF3A1E324c4dAC4DBB3DA5375D59
http://asn.jesandco.org/resources/S1143788,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature-6-12/grade-6/#rl-6-6,CCSS.ELA-Literacy.RL.6.6,http://corestandards.org/ELA-Literacy/RL/6/6,B432ECA439984bf68DD686A7351018E2
http://asn.jesandco.org/resources/S1143795,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature-6-12/grade-6/#rl-6-7,CCSS.ELA-Literacy.RL.6.7,http://corestandards.org/ELA-Literacy/RL/6/7,5371E4E2FF8C4f6bA721395F618A3ACC
http://asn.jesandco.org/resources/S1143796,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature-6-12/grade-6/#rl-6-9,CCSS.ELA-Literacy.RL.6.9,http://corestandards.org/ELA-Literacy/RL/6/9,C858DB9017F743a8963E13C85DA5527E
http://asn.jesandco.org/resources/S114379F,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature-6-12/grade-6/#rl-6-10,CCSS.ELA-Literacy.RL.6.10,http://corestandards.org/ELA-Literacy/RL/6/10,A6C72C8E3DE2419b8A0F77081349FC56
,,CCSS.ELA-Literacy.RL.7,http://corestandards.org/ELA-Literacy/RL/7,48611D0AFB9C47e594C4BDC4349248D6
http://asn.jesandco.org/resources/S114377A,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature-6-12/grade-7/#rl-7-1,CCSS.ELA-Literacy.RL.7.1,http://corestandards.org/ELA-Literacy/RL/7/1,634B3DC3206C4e768085A6228FD1D699
http://asn.jesandco.org/resources/S114377B,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature-6-12/grade-7/#rl-7-2,CCSS.ELA-Literacy.RL.7.2,http://corestandards.org/ELA-Literacy/RL/7/2,C34125C9F5E8475bBFF854A8F728D73B
http://asn.jesandco.org/resources/S114377C,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature-6-12/grade-7/#rl-7-3,CCSS.ELA-Literacy.RL.7.3,http://corestandards.org/ELA-Literacy/RL/7/3,F343EC4B50424ea280E0968942C4FB2F
http://asn.jesandco.org/resources/S1143789,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature-6-12/grade-7/#rl-7-4,CCSS.ELA-Literacy.RL.7.4,http://corestandards.org/ELA-Literacy/RL/7/4,AAC045C87F8549b1950D0ABF7A0DC315
http://asn.jesandco.org/resources/S114378A,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature-6-12/grade-7/#rl-7-5,CCSS.ELA-Literacy.RL.7.5,http://corestandards.org/ELA-Literacy/RL/7/5,6F4113EFCFB44f2cA47C98BD9AB799C4
http://asn.jesandco.org/resources/S114378B,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature-6-12/grade-7/#rl-7-6,CCSS.ELA-Literacy.RL.7.6,http://corestandards.org/ELA-Literacy/RL/7/6,5CF18AB1DFAC474bBC74D20EA8BF1F77
http://asn.jesandco.org/resources/S1143797,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature-6-12/grade-7/#rl-7-7,CCSS.ELA-Literacy.RL.7.7,http://corestandards.org/ELA-Literacy/RL/7/7,0B8A48BA7F35481b8C634328DE07AD4B
http://asn.jesandco.org/resources/S1143798,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature-6-12/grade-7/#rl-7-9,CCSS.ELA-Literacy.RL.7.9,http://corestandards.org/ELA-Literacy/RL/7/9,5055287370F94fa58C9D68322CA1653E
http://asn.jesandco.org/resources/S2363567,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature-6-12/grade-7/#rl-7-10,CCSS.ELA-Literacy.RL.7.10,http://corestandards.org/ELA-Literacy/RL/7/10,BABA83FC858B4d25BD4BBABD3164F176
,,CCSS.ELA-Literacy.RL.8,http://corestandards.org/ELA-Literacy/RL/8,66E9FCCA0A444c1b9DD50319D6DD9A6C
http://asn.jesandco.org/resources/S114377D,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature-6-12/grade-8/#rl-8-1,CCSS.ELA-Literacy.RL.8.1,http://corestandards.org/ELA-Literacy/RL/8/1,7E34AFA09086401980B1E1C4013AF015
http://asn.jesandco.org/resources/S114377E,http://wwwcorestandards.org/the-standards/english-language-arts-standards/reading-literature-6-12/grade-8/#rl-8-2,CCSS.ELA-Literacy.RL.8.2,http://corestandards.org/ELA-Literacy/RL/8/2,00C600AAC8564fb199AF7B0BED8E7221
